Source,BaySeg,Basin,Fac Name,Year,Month,TNLoad (tons/mnth),TPLoad (tons/mnth),TSS Load (tons/mnth),BOD Load (tons/mnth),H2O Load (10e6m3/mnth),Entity
PS - Domestic - REUSE,5,207-5,South Cross Bayou WRF,2023,4,0.352781544,0.062370218,0.048726733,0.16761996,1.060899567,Pinellas Co.
PS - Domestic - SW,5,207-5,South Cross Bayou WRF,2023,4,0.478079035,0.169044521,0.132066032,0.454307149,0.23961658,Pinellas Co.
PS - Domestic - REUSE,5,207-5,South Cross Bayou WRF,2023,5,0.382887174,0.066229133,0.05381117,0.120040303,1.126538611,Pinellas Co.
PS - Domestic - SW,5,207-5,South Cross Bayou WRF,2023,5,0.342205412,0.118384575,0.096187467,0.214572042,0.167807314,Pinellas Co.
PS - Domestic - REUSE,5,207-5,South Cross Bayou WRF,2023,6,0.315749227,0.050191351,0.045628501,0.073005602,0.993443525,Pinellas Co.
PS - Domestic - SW,5,207-5,South Cross Bayou WRF,2023,6,0.952878325,0.302938196,0.27539836,0.440637376,0.499674384,Pinellas Co.
PS - Domestic - REUSE,5,207-5,South Cross Bayou WRF,2023,7,0.386457339,0.074701805,0.049801203,0.065737589,1.084293413,Pinellas Co.
PS - Domestic - SW,5,207-5,South Cross Bayou WRF,2023,7,0.720215949,0.278434001,0.185622667,0.245021921,0.336788106,Pinellas Co.
PS - Domestic - REUSE,5,207-5,South Cross Bayou WRF,2023,8,0.379006561,0.07106373,0.04737582,0.044533271,1.031486916,Pinellas Co.
PS - Domestic - SW,5,207-5,South Cross Bayou WRF,2023,8,1.13313907,0.424927151,0.283284768,0.266287681,0.513983241,Pinellas Co.
PS - Domestic - REUSE,5,207-5,South Cross Bayou WRF,2023,9,0.391860571,0.065947267,0.047787875,0.070726054,1.040458342,Pinellas Co.
PS - Domestic - SW,5,207-5,South Cross Bayou WRF,2023,9,1.052146916,0.354137255,0.256621199,0.379799375,0.465605676,Pinellas Co.
PS - Domestic - REUSE,5,207-5,South Cross Bayou WRF,2023,10,0.479284195,0.072206571,0.052323602,0.101507788,1.139212171,Pinellas Co.
PS - Domestic - SW,5,207-5,South Cross Bayou WRF,2023,10,1.632172999,0.491790118,0.35636965,0.691357122,0.646586224,Pinellas Co.
PS - Domestic - REUSE,5,207-5,South Cross Bayou WRF,2023,11,0.479733929,0.061840702,0.046849017,0.079643328,1.020017118,Pinellas Co.
PS - Domestic - SW,5,207-5,South Cross Bayou WRF,2023,11,2.374634876,0.612210554,0.463795874,0.788452986,0.841497088,Pinellas Co.
PS - Domestic - REUSE,5,207-5,South Cross Bayou WRF,2023,12,0.447305354,0.044042373,0.034408104,0.097030854,0.749148176,Pinellas Co.
PS - Domestic - SW,5,207-5,South Cross Bayou WRF,2023,12,6.133632631,1.20785381,0.943635789,2.661052926,1.712103994,Pinellas Co.
PS - Domestic - REUSE,5,207-5,South Cross Bayou WRF,2024,1,0.287449959,0.039245935,0.026517524,0.038185234,0.577351038,Pinellas Co.
PS - Domestic - SW,5,207-5,South Cross Bayou WRF,2024,1,6.684964291,1.825414604,1.233388246,1.776079074,2.237822012,Pinellas Co.
PS - Domestic - REUSE,5,207-5,South Cross Bayou WRF,2024,2,0.300674338,0.041966913,0.032936058,0.038779552,0.578304962,Pinellas Co.
PS - Domestic - SW,5,207-5,South Cross Bayou WRF,2024,2,4.842295146,1.351736101,1.06085618,1.2490726,1.552246045,Pinellas Co.
PS - Domestic - REUSE,5,207-5,South Cross Bayou WRF,2024,3,0.280979683,0.034265815,0.030268137,0.047972141,0.621708496,Pinellas Co.
PS - Domestic - SW,5,207-5,South Cross Bayou WRF,2024,3,3.509859463,0.856063284,0.756189234,1.198488597,1.294345925,Pinellas Co.
PS - Domestic - REUSE,5,207-5,South Cross Bayou WRF,2024,4,0.34477371,0.04034586,0.056484204,0.104165674,0.798570516,Pinellas Co.
PS - Domestic - SW,5,207-5,South Cross Bayou WRF,2024,4,2.11806375,0.495717048,0.694003867,1.279851287,0.817648992,Pinellas Co.
PS - Domestic - REUSE,5,207-5,South Cross Bayou WRF,2024,5,0.587144546,0.054437243,0.054437243,0.099153549,1.058242208,Pinellas Co.
PS - Domestic - SW,5,207-5,South Cross Bayou WRF,2024,5,0.777390318,0.144151847,0.144151847,0.262562293,0.233522066,Pinellas Co.
PS - Domestic - REUSE,5,207-5,South Cross Bayou WRF,2024,6,0.642531914,0.056641932,0.04867666,0.044251509,0.963463062,Pinellas Co.
PS - Domestic - SW,5,207-5,South Cross Bayou WRF,2024,6,1.613145893,0.284411397,0.244416044,0.222196404,0.403146378,Pinellas Co.
PS - Domestic - REUSE,5,207-5,South Cross Bayou WRF,2024,7,0.908445095,0.026529813,0.041804553,0.054667492,0.875179684,Pinellas Co.
PS - Domestic - SW,5,207-5,South Cross Bayou WRF,2024,7,8.56554828,0.500288661,0.788333647,1.030897846,1.375315888,Pinellas Co.
PS - Domestic - REUSE,5,207-5,South Cross Bayou WRF,2024,8,0.644740608,0.011600447,0.050065085,0.037243539,0.664657781,Pinellas Co.
PS - Domestic - SW,5,207-5,South Cross Bayou WRF,2024,8,15.96142798,0.574369568,2.478858134,1.844028612,2.742417432,Pinellas Co.
PS - Domestic - REUSE,5,207-5,South Cross Bayou WRF,2024,9,0.145012258,0.003934441,0.019953237,0.013770544,0.305936998,Pinellas Co.
PS - Domestic - SW,5,207-5,South Cross Bayou WRF,2024,9,7.738293334,0.41990739,2.129530336,1.469675866,2.720954146,Pinellas Co.
PS - Domestic - REUSE,5,207-5,South Cross Bayou WRF,2024,10,0.262277714,0.006221917,0.061740557,0.044989243,0.521024108,Pinellas Co.
PS - Domestic - SW,5,207-5,South Cross Bayou WRF,2024,10,8.71187327,0.413337053,4.101575372,2.988744845,2.884408236,Pinellas Co.
PS - Domestic - REUSE,5,207-5,South Cross Bayou WRF,2024,11,0.26326581,0.015446719,0.033579823,0.063801663,0.731114474,Pinellas Co.
PS - Domestic - SW,5,207-5,South Cross Bayou WRF,2024,11,2.858384614,0.335422684,0.729179748,1.385441522,1.323001494,Pinellas Co.
PS - Domestic - REUSE,5,207-5,South Cross Bayou WRF,2024,12,0.195885596,0.015320661,0.027358323,0.049244982,0.595657291,Pinellas Co.
PS - Domestic - SW,5,207-5,South Cross Bayou WRF,2024,12,2.134828834,0.333939706,0.596320903,1.073377626,1.081946458,Pinellas Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2022,1,0.126318618,0.038033891,0.0095661,0.019593216,0.125468238,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2022,2,0.080812311,0.011291583,0.010627372,0.023247377,0.120512376,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2022,3,0.076684799,0.014119741,0.006694705,0.01217219,0.132509104,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2022,4,0.100583242,0.012316315,0.006386238,0.011403996,0.124146372,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2022,5,0.088943656,0.025728466,0.00582092,0.01164184,0.126735594,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2022,6,0.098988686,0.032661807,0.005573687,0.011147375,0.121352738,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2022,7,0.089213876,0.023205227,0.007334294,0.013706714,0.130889705,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2022,8,0.07470491,0.009902161,0.00626719,0.016921414,0.136451989,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2022,9,0.088007301,0.034377852,0.007700639,0.013751141,0.149697903,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2022,10,0.082446474,0.016958927,0.006522664,0.015523941,0.142014274,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2022,11,0.102539071,0.032401306,0.010930561,0.013012573,0.141657688,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2022,12,0.030646367,0.004972424,0.003856165,0.003382601,0.036823731,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2023,1,0.032030064,0.005552381,0.00260622,0.00377713,0.041118659,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2023,2,0.045486696,0.015282806,0.003436371,0.005199771,0.049222469,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2023,3,0.037797691,0.011019389,0.004739522,0.005924403,0.064494336,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2023,4,0.02892847,0.014642806,0.007738068,0.00595236,0.064798683,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2023,5,0.036477765,0.019985158,0.005368182,0.006467689,0.070408663,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2023,6,0.038084464,0.014053704,0.003272046,0.005364009,0.058393766,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2023,7,0.022264372,0.004977533,0.002017919,0.004035838,0.036612505,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2023,8,0.023138803,0.009656001,0.002447373,0.006318673,0.04844116,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2023,9,0.039284324,0.016695838,0.003466264,0.014847164,0.062890835,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2023,10,0.057262071,0.011126753,0.004952762,0.007598758,0.073858688,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2023,11,0.043691199,0.008139586,0.003203321,0.005934021,0.057167292,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2023,12,0.032694943,0.005952861,0.002289562,0.007189224,0.049849334,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2024,1,0.022332283,0.002906256,0.002019083,0.003059217,0.033303298,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2024,2,0.025343993,0.019194348,0.003540705,0.006522351,0.05071695,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2024,3,0.041538731,0.019863889,0.00322576,0.007413588,0.06160758,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2024,4,0.05277634,0.023089649,0.00461793,0.007388688,0.071816837,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2024,5,0.065810027,0.028817434,0.007255453,0.011445222,0.111245688,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2024,6,0.04217125,0.022089702,0.004325256,0.012435112,0.084081571,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2024,7,0.038868222,0.013908118,0.003787479,0.007140328,0.067592317,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2024,8,0.053050053,0.02169431,0.006411679,0.193228669,0.095614965,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2024,9,0.058303085,0.016899445,0.009083452,0.009717181,0.076654593,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2024,10,0.047052436,0.009692802,0.008187124,0.009410487,0.102444605,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2024,11,0.07935078,0.014078364,0.007572453,0.012371896,0.116106157,Polk Co.
PS - Domestic - REUSE,2,02301500,Southwest Regional WWTF,2024,12,0.08465325,0.009183083,0.006122056,0.012455216,0.114906938,Polk Co.
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2022,1,0.398300453,0.016950539,0.017993731,0.038194134,0.188526237,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2022,1,1.764968881,0.075112078,0.079734721,0.169247756,0.835406886,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2022,1,0.192077904,0.008174292,0.008677364,0.018418882,0.090915599,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2022,1,0.134030592,0.005703962,0.006055003,0.012852565,0.063440257,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2022,2,0.38579932,0.01819408,0.011451484,0.034735618,0.175216728,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2022,2,1.709573237,0.080622518,0.05074439,0.153922207,0.776429126,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2022,2,0.186049311,0.008773981,0.005522407,0.016751035,0.084497172,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2022,2,0.129823882,0.006122422,0.003853496,0.011688753,0.058961524,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2022,3,0.468077294,0.02933636,0.016584499,0.040451616,0.209660101,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2022,3,2.074167509,0.129996745,0.073490062,0.179251224,0.929056322,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2022,3,0.22572735,0.014147276,0.007997771,0.019507539,0.101107273,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2022,3,0.157510935,0.009871869,0.005580788,0.013612222,0.070551934,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2022,4,0.391509062,0.024360287,0.013941767,0.045960982,0.211356813,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2022,4,1.734874533,0.107946521,0.061779453,0.203664601,0.93657488,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2022,4,0.188802798,0.011747596,0.00672333,0.022164396,0.101925502,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2022,4,0.131745246,0.008197389,0.004691492,0.015466158,0.071122889,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2022,5,0.505174922,0.027033149,0.031942932,0.050910231,0.252119341,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2022,5,2.238556372,0.11979064,0.141547116,0.225595961,1.117203831,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2022,5,0.243617449,0.013036567,0.015404279,0.024551141,0.121582977,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2022,5,0.169994519,0.009096824,0.010748996,0.017131611,0.084839734,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2022,6,0.422027507,0.032902102,0.019202376,0.044015167,0.228799992,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2022,6,1.87010939,0.145797441,0.085090529,0.19504221,1.013869964,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2022,6,0.203520128,0.015866833,0.009260226,0.021226039,0.110337366,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2022,6,0.142014894,0.011071763,0.00646172,0.014811379,0.076992627,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2022,7,0.432698985,0.02708963,0.018149266,0.044182903,0.225071149,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2022,7,1.917397376,0.120040922,0.080423935,0.19578549,0.99734653,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2022,7,0.208666381,0.013063805,0.00875237,0.021306929,0.108539155,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2022,7,0.145605913,0.00911583,0.006107341,0.014867823,0.075737848,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2022,8,0.36183165,0.020134733,0.029978203,0.041760987,0.213974744,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2022,8,1.603366498,0.089222034,0.132840912,0.185053372,0.948175584,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2022,8,0.174491052,0.009709849,0.014456801,0.020138975,0.103187983,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2022,8,0.121758612,0.006775463,0.010087853,0.014052833,0.072003839,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2022,9,0.188564075,0.012599535,0.014260828,0.032903695,0.170027382,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2022,9,0.835574559,0.05583169,0.063193295,0.145804497,0.753433838,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2022,9,0.090933847,0.006076047,0.006877195,0.015867601,0.081994643,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2022,9,0.06345299,0.004239822,0.004798858,0.011072299,0.057215277,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2022,10,0.302506273,0.012716273,0.017407293,0.042089442,0.203790835,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2022,10,1.340480921,0.056348984,0.077136066,0.186508839,0.903048137,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2022,10,0.145881759,0.006132343,0.008394558,0.02029737,0.098276856,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2022,10,0.101795252,0.004279105,0.005857663,0.01416336,0.06857689,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2022,11,0.263253533,0.014512102,0.017153012,0.03489808,0.178498226,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2022,11,1.166542216,0.06430675,0.076009283,0.154642115,0.790970264,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2022,11,0.126952371,0.00699837,0.008271933,0.016829381,0.086079654,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2022,11,0.088586459,0.004883413,0.005772096,0.011743422,0.060065769,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2022,12,0.297623634,0.015455086,0.015744735,0.035484638,0.168237276,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2022,12,1.318844726,0.068485348,0.069768855,0.157241302,0.74550143,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2022,12,0.143527137,0.007453118,0.0075928,0.017112245,0.081131375,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2022,12,0.100152213,0.005200733,0.005298202,0.011940803,0.056612895,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2023,1,0.516482718,0.02399914,0.014878789,0.042510825,0.231391031,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2023,1,2.288664046,0.106346191,0.065931632,0.188376092,1.025351505,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2023,1,0.249070563,0.011573436,0.007175203,0.02050058,0.111586878,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2023,1,0.173799663,0.008075861,0.005006805,0.014305158,0.077864528,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2023,2,0.506332295,0.028152339,0.01365407,0.034950502,0.187213274,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2023,2,2.243684981,0.124750054,0.0605046,0.154874412,0.82958882,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2023,2,0.244175585,0.01357629,0.00658459,0.016854661,0.090282431,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2023,2,0.170383982,0.009473438,0.00459468,0.011761062,0.062998437,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2023,3,0.446276733,0.018350271,0.011953531,0.031793709,0.170332638,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2023,3,1.977563774,0.08131464,0.052969083,0.140885874,0.754786502,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2023,3,0.215214165,0.008849304,0.005764515,0.015332318,0.08214185,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2023,3,0.15017491,0.006174981,0.004022438,0.010698782,0.057317997,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2023,4,0.314517445,0.020415381,0.011689709,0.02947153,0.151450397,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2023,4,1.393705429,0.090465655,0.051800023,0.130595718,0.671114573,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2023,4,0.151674072,0.00984519,0.005637289,0.014212461,0.073036008,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2023,4,0.105837086,0.006869903,0.00393366,0.009917354,0.050964005,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2023,5,0.32258083,0.031453229,0.017486561,0.041488205,0.189923145,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2023,5,1.429436303,0.139377123,0.077487322,0.18384461,0.841596934,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2023,5,0.155562589,0.015168123,0.008432785,0.020007428,0.091589249,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2023,5,0.108550465,0.010584208,0.005884337,0.01396104,0.063910325,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2023,6,0.432548515,0.028020862,0.019220002,0.043558006,0.218606635,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2023,6,1.916730609,0.124167444,0.085168632,0.193016414,0.968700649,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2023,6,0.208593818,0.013512886,0.009268726,0.021005576,0.105421683,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2023,6,0.145555279,0.009429195,0.006467651,0.014657541,0.073562499,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2023,7,0.463275527,0.021214547,0.022088761,0.05355298,0.268510478,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2023,7,2.052889677,0.094006961,0.097880823,0.237306644,1.189837056,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2023,7,0.223411727,0.010230583,0.010652167,0.02582559,0.1294875,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2023,7,0.15589511,0.007138828,0.007433006,0.018020913,0.090355454,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2023,8,0.544468459,0.079641919,0.035988807,0.055202189,0.264702778,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2023,8,2.412675861,0.352913253,0.159475402,0.244614701,1.172964183,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2023,8,0.262566512,0.038406818,0.017355377,0.026620911,0.12765126,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2023,8,0.18321704,0.026800004,0.012110459,0.018575882,0.089074139,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2023,9,0.400237188,0.023978865,0.029055028,0.051570596,0.240988413,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2023,9,1.773551037,0.106256346,0.128750092,0.228522204,1.067879905,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2023,9,0.193011882,0.011563658,0.014011606,0.024869598,0.116215156,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2023,9,0.134682315,0.008069038,0.009777198,0.017353828,0.081094107,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2023,10,0.57891924,0.020034602,0.019656807,0.049972985,0.252254526,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2023,10,2.565335882,0.088778332,0.087104224,0.221442791,1.117802868,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2023,10,0.279180185,0.009661562,0.009479372,0.02409916,0.121648169,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2023,10,0.194809943,0.006741769,0.006614638,0.016816222,0.084885225,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2023,11,0.560773992,0.026876497,0.020501555,0.044885827,0.224744453,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2023,11,2.484929751,0.119096475,0.090847517,0.19890032,0.995898857,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2023,11,0.270429753,0.012961022,0.009886747,0.021645909,0.108381608,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2023,11,0.188703953,0.009044109,0.006898902,0.015104361,0.075627913,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2023,12,0.52050976,0.01986755,0.016095335,0.046150529,0.22245758,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2023,12,2.306508875,0.08803808,0.071322453,0.204504534,0.985765149,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2023,12,0.251012579,0.009581002,0.007761875,0.022255804,0.107278777,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2023,12,0.175154788,0.006685555,0.005416181,0.015529942,0.074858366,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2024,1,0.293271293,0.010463334,0.009308298,0.032898183,0.140107607,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2024,1,1.299558416,0.046365648,0.041247394,0.145780075,0.620851834,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2024,1,0.141428248,0.005045877,0.004488868,0.015864943,0.067566018,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2024,1,0.098687623,0.003520977,0.0031323,0.011070444,0.047147086,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2024,2,0.327297051,0.00930506,0.010713404,0.036826429,0.145306038,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2024,2,1.450335056,0.041233046,0.047473769,0.163187113,0.643887379,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2024,2,0.157836957,0.004487307,0.005166472,0.017759315,0.070072929,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2024,2,0.110137503,0.003131211,0.003605127,0.012392324,0.04889639,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2024,3,0.365777809,0.01665463,0.010916631,0.037390692,0.175514716,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2024,3,1.620852917,0.073800828,0.04837432,0.165687503,0.777749584,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2024,3,0.176394062,0.008031591,0.005264477,0.018031427,0.084640875,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2024,3,0.123086519,0.005604387,0.003673515,0.012582202,0.059061799,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2024,4,0.328175381,0.027288593,0.016067241,0.041699918,0.207922688,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2024,4,1.454227158,0.120922576,0.071197962,0.184782763,0.92135741,St. Petersburg
PS - Domestic - REUSE,5,207-5,St Pete Facilities,2024,4,0.158260527,0.013159753,0.007748327,0.020109525,0.100269417,St. Petersburg
PS - Domestic - REUSE,55,207-5,St Pete Facilities,2024,4,0.110433067,0.009182782,0.005406727,0.014032283,0.069967284,St. Petersburg
PS - Domestic - REUSE,1,206-1,St Pete Facilities,2024,5,0.64154169,0.045504195,0.022671888,0.06644386,0.298093382,St. Petersburg
PS - Domestic - REUSE,3,206-3W,St Pete Facilities,2024,5,2.842831612,0.201640465,0.100464803,0.294429355,1.320926299,St. Petersburg
